"project","forked","stars","forks","watchers","repoAvailable","parentProject","rootProject","mainRepo","cloneUrl","lastUpdate","numberOfCommits","numberOfTags","numberOfContributors","jmhVersion","numberOfBenchmarks","javaTarget","javaSource","firstBenchmarkFound","lastCommit","lastCommitHash","defaultBranch"
"hsqlu/coding-lab","false","0","0","1","true","","hsqlu/coding-lab","true","https://github.com/hsqlu/coding-lab.git","2019-04-26T03:49:12Z","630","0","1","1.12","16","1.8","1.8","1464732000","1556249919","32a33db000cf978f14b47f9c616c0c81a5defe1b","master"
"seetharamireddy540/netty","true","0","0","1","true","netty/netty","netty/netty","","https://github.com/seetharamireddy540/netty.git","2015-09-28T04:07:14Z","6958","129","165","01.07.2001","55","1.7","1.7","","","92dee9e500bc141162e6c3a6ef91d8d22e50c449","master"
"mcberg2016/graal-core","true","0","0","2","true","zapster/graal-core","zapster/graal-core","","https://github.com/mcberg2016/graal-core.git","2016-05-18T21:41:04Z","14372","0","34","","55","","","","","433d3d332f759f85342df600f59bc16334d6523c","master"
"xingguang2013/netty","true","0","0","1","true","netty/netty","netty/netty","","https://github.com/xingguang2013/netty.git","2015-08-30T06:14:21Z","6906","127","162","01.07.2001","55","1.7","1.7","","","7e5901d581d583cbb8bb3c2412b9ba40b0620b7e","master"
"jenskordowski/netty","true","0","0","0","true","netty/netty","netty/netty","","https://github.com/jenskordowski/netty.git","2015-09-30T11:20:15Z","6964","130","166","01.07.2001","55","1.7","1.7","","","11ade1257e78aa5617e7cad881cad87a3ee511b2","master"
"satishsaley/netty","true","0","0","1","true","netty/netty","netty/netty","","https://github.com/satishsaley/netty.git","2015-09-14T19:22:53Z","6924","129","165","01.07.2001","55","1.7","1.7","","","4f204009dedac6104f67188348b1cfc27e358109","master"
"hyperverse/mini2Dx","true","0","0","1","true","mini2Dx/mini2Dx","mini2Dx/mini2Dx","","https://github.com/hyperverse/mini2Dx.git","2016-07-09T14:43:27Z","1100","29","5","","55","1.7","1.7","","","61e89450279e3439649bf61e949c9903cc730249","master"
"eincs/netty","true","0","0","1","true","netty/netty","netty/netty","","https://github.com/eincs/netty.git","2015-08-29T08:13:44Z","6906","127","163","01.07.2001","55","1.7","1.7","","","a205bdf4149807913a4338c42778c5d0c8fd615f","master"
"AnselQiao/netty","true","0","0","1","true","netty/netty","netty/netty","","https://github.com/AnselQiao/netty.git","2015-09-05T09:50:24Z","6920","129","164","01.07.2001","55","1.7","1.7","","","e751231fc5416d38da35d84fbb43e2e1e86c8ddc","master"
"caoyanwei/netty","true","0","0","1","true","netty/netty","netty/netty","","https://github.com/caoyanwei/netty.git","2015-08-30T05:45:10Z","6907","98","163","01.07.2001","55","1.7","1.7","","","f4c1dfd8140cf8bd02ff6cfc16f0d7055d45d138","master"
"zhujingling/netty","true","0","0","1","true","netty/netty","netty/netty","","https://github.com/zhujingling/netty.git","2015-09-22T07:39:37Z","6940","129","165","01.07.2001","55","1.7","1.7","","","a10cd9315a6652b9dfa2accdefe788b7ba70db6e","master"
"rybalkinsd/atom","false","253","766","15","true","","rybalkinsd/atom","true","https://github.com/rybalkinsd/atom.git","2019-08-16T03:04:28Z","569","0","13","","0","","","1483225200","1550398944","","master"
"structlogging/structlogger","false","2","0","1","true","","structlogging/structlogger","true","https://github.com/structlogging/structlogger.git","2018-06-18T08:30:36Z","169","5","2","1.19","55","1.8","1.8","1517439600","1526373820","1fcca4e962ef53cbdb94bd72cb556de7f5f9469f","master"
"aol/cyclops-react","false","990","104","93","true","","aol/cyclops-react","true","https://github.com/aol/cyclops.git","2019-08-19T22:51:34Z","3444","64","28","1.14","54","1.8","1.8","1485903600","1564746444","931280f499f9a901d5975fde4df877c7c22a3209","master"
"shenguoquan/netty","true","0","0","1","true","netty/netty","netty/netty","","https://github.com/shenguoquan/netty.git","2015-03-13T03:41:52Z","6982","115","166","01.07.2001","54","1.7","1.7","","","02078425a72391db55ec870e43ae8a856bb02ed5","master"
"rslemos/cobolg","false","0","0","1","true","","rslemos/cobolg","true","https://github.com/rslemos/cobolg.git","2017-01-04T18:04:27Z","542","0","1","01.11.2003","3","1.6","1.6","1483225200","1488118042","ac43345da79dc45a5a477106750576dae84e6e50","develop"
"jdivy/netty","true","0","0","1","true","netty/netty","netty/netty","","https://github.com/jdivy/netty.git","2014-12-21T22:19:56Z","6840","69","158","01.07.2001","53","1.7","1.7","","","36d682b6cf08aae6345ee62cfd313cff89e43532","master"
"tempbottle/netty","true","0","0","1","true","netty/netty","netty/netty","","https://github.com/tempbottle/netty.git","2015-08-02T04:17:20Z","6832","127","156","01.07.2001","53","1.7","1.7","","","1258346080462431ac2f4a001fbd2fa1ae6e5330","master"
"liyang1025/netty","true","0","0","1","true","netty/netty","netty/netty","","https://github.com/liyang1009/netty.git","2015-08-07T10:47:49Z","6837","127","156","01.07.2001","53","1.7","1.7","","","7f1bfbd7a529f0a65a16cf672b79198b220fc5f3","master"
"apache/parquet-mr","false","910","797","99","true","","apache/parquet-mr","true","https://github.com/apache/parquet-mr.git","2019-08-19T06:57:31Z","2095","46","112","1.21","53","1.8","1.8","1427839200","1565877855","0d9bad5fd1b3d79da530dcfba414877d737e5717","master"
"jenetics/jenetics","false","477","95","40","true","","jenetics/jenetics","true","https://github.com/jenetics/jenetics.git","2019-08-15T02:27:49Z","9495","50","10","1.2","53","1.8","1.8","1406844000","1564845911","148c690eca3f4dac4f3ed545c18af82d5a31acdb","master"
"robertdale/tinkerpop","true","1","0","1","true","apache/tinkerpop","apache/tinkerpop","","https://github.com/robertdale/tinkerpop.git","2019-08-20T14:53:21Z","15647","0","106","1.21","52","1.8","1.8","","","3cbe6ea6268fd206ca704f5a30b8e36a586c2da8","master"
"gameduell/eclipselink.runtime","true","0","0","7","true","sabineheider/eclipselink.runtime","sabineheider/eclipselink.runtime","true","https://github.com/gameduell/eclipselink.runtime.git","2016-03-21T13:28:28Z","9693","208","21","0.9.3","52","1.8","1.8","1412114400","1458556167","475b239a75a6366e8b40b38dc724d590b04f28d3","master"
"apache/tinkerpop","false","920","478","108","true","","apache/tinkerpop","true","https://github.com/apache/tinkerpop.git","2019-08-20T12:55:50Z","15647","59","107","1.21","52","1.8","1.8","1459461600","1566305746","3cbe6ea6268fd206ca704f5a30b8e36a586c2da8","master"
"tzaeschke/distributed-phtree","false","1","1","1","true","","tzaeschke/distributed-phtree","true","https://github.com/tzaeschke/distributed-phtree.git","2017-10-16T14:39:21Z","379","0","2","01.01.2001","26","1.8","1.8","1417388400","1471873142","f351b0259f7f1bd620deb800c678170b67778c16","master"
"ruhkopf/Hystrix","true","0","0","1","true","Netflix/Hystrix","Netflix/Hystrix","","https://github.com/ruhkopf/Hystrix.git","2015-09-21T22:25:57Z","1233","83","49","01.10.2003","50","1.6","1.6","","","3c839fab7d3f376855100ed36bd80f1d17b400cf","master"
"jforge/Hystrix","true","0","0","1","true","Netflix/Hystrix","Netflix/Hystrix","","https://github.com/jforge/Hystrix.git","2015-03-31T14:10:41Z","1217","70","49","01.10.2003","50","1.6","1.6","","","89f4eb211b196ae18ae76db331f37b20381a7b62","master"
"thomasandersen77/Hystrix","true","0","0","1","true","Netflix/Hystrix","Netflix/Hystrix","","https://github.com/thomasandersen77/Hystrix.git","2015-09-18T10:58:20Z","1230","83","49","01.10.2003","50","1.6","1.6","","","c308ce4596b4e1237f4b103620dea7ac7fad8bc2","master"
"mukteshkrmishra/Hystrix","true","0","0","1","true","Netflix/Hystrix","Netflix/Hystrix","","https://github.com/mukteshkrmishra/Hystrix.git","2015-09-18T21:47:03Z","1230","83","49","01.10.2003","50","1.6","1.6","","","c308ce4596b4e1237f4b103620dea7ac7fad8bc2","master"
"sensaid/Hystrix","true","0","0","1","true","Netflix/Hystrix","Netflix/Hystrix","","https://github.com/sensaid/Hystrix.git","2015-09-16T16:52:06Z","1228","83","49","01.10.2003","50","1.6","1.6","","","b22cea48994665ccf9ef18fcef08511fb299e1e2","master"
"tvaughan77/Hystrix","true","0","0","0","true","Netflix/Hystrix","Netflix/Hystrix","","https://github.com/tvaughan77/Hystrix.git","2015-09-29T13:10:35Z","1245","84","50","01.10.2003","50","1.6","1.6","","","7704337d159bfa18e097ad5e10839adec4cf1b3f","master"
"hcheung/Hystrix","true","0","0","1","true","Netflix/Hystrix","Netflix/Hystrix","","https://github.com/hcheung/Hystrix.git","2015-09-30T17:51:23Z","1245","84","50","01.10.2003","50","1.6","1.6","","","7704337d159bfa18e097ad5e10839adec4cf1b3f","master"
"davidkarlsen/Hystrix","true","0","0","1","true","Netflix/Hystrix","Netflix/Hystrix","","https://github.com/davidkarlsen/Hystrix.git","2015-11-15T21:58:05Z","1361","57","54","01.11.2001","50","1.6","1.6","","","dec76c3fd0ed942ee4f7ba9ef8f1068a1a89159f","master"
"sasrin/Hystrix","true","0","0","1","true","Netflix/Hystrix","Netflix/Hystrix","","https://github.com/Assk/Hystrix.git","2015-08-30T05:08:41Z","1404","82","54","01.11.2001","50","1.6","1.6","","","f17d579f20270a2c19107bba6d72af80dbcce577","master"
"fredboutin/Hystrix","true","0","0","0","true","Netflix/Hystrix","Netflix/Hystrix","","https://github.com/fredboutin/Hystrix.git","2015-09-11T15:07:00Z","1227","83","49","01.10.2003","50","1.6","1.6","","","5c3350e4d43d0f5f5507e910ff78ccd6334866f5","master"
"Fsero/Hystrix","true","0","0","1","true","Netflix/Hystrix","Netflix/Hystrix","","https://github.com/Fsero/Hystrix.git","2015-09-30T12:15:26Z","1245","84","50","01.10.2003","50","1.6","1.6","","","7704337d159bfa18e097ad5e10839adec4cf1b3f","master"
"mantofast/Hystrix","true","0","0","1","true","Netflix/Hystrix","Netflix/Hystrix","","https://github.com/mantofast/Hystrix.git","2015-09-11T02:15:08Z","1226","83","48","01.10.2003","50","1.6","1.6","","","7f433a3eb3b461e90c22b43972ba4d764c778792","master"
"ouyangkongtong/Hystrix","true","0","0","0","true","Netflix/Hystrix","Netflix/Hystrix","","https://github.com/ouyangkongtong/Hystrix.git","2015-09-18T16:30:55Z","1230","83","49","01.10.2003","50","1.6","1.6","","","c308ce4596b4e1237f4b103620dea7ac7fad8bc2","master"
